,accuracy,loss,val_accuracy,val_loss
0,0.3981199860572815,1.6645517349243164,0.5547000169754028,1.2484098672866821
1,0.5568400025367737,1.24429190158844,0.5891000032424927,1.1335164308547974
2,0.631659984588623,1.055025577545166,0.6593999862670898,0.9659807682037354
3,0.6712999939918518,0.9433228373527527,0.6814000010490417,0.9231547117233276
4,0.6998199820518494,0.8666501641273499,0.7210000157356262,0.8142090439796448
5,0.7185800075531006,0.813065230846405,0.7091000080108643,0.8646562695503235
6,0.7313799858093262,0.7719358801841736,0.7466999888420105,0.7421686053276062
7,0.7470399737358093,0.7339609861373901,0.746999979019165,0.749843955039978
8,0.7555199861526489,0.7006348371505737,0.7545999884605408,0.7221891283988953
9,0.7634999752044678,0.6771043539047241,0.7540000081062317,0.7287375330924988
10,0.774619996547699,0.6527658104896545,0.776199996471405,0.6841047406196594
11,0.7836999893188477,0.6258471012115479,0.784600019454956,0.6544890403747559
12,0.7869399785995483,0.6098445057868958,0.7771000266075134,0.6657028198242188
13,0.7965199947357178,0.584638774394989,0.7437999844551086,0.7969868183135986
14,0.8019599914550781,0.5719408392906189,0.7967000007629395,0.6110536456108093
15,0.8100799918174744,0.5474365949630737,0.7791000008583069,0.6806035041809082
16,0.8127800226211548,0.5378290414810181,0.7918000221252441,0.6475769281387329
17,0.8179600238800049,0.5219632983207703,0.7907999753952026,0.6455904841423035
18,0.823639988899231,0.5057048201560974,0.7889000177383423,0.6482723951339722
19,0.8291599750518799,0.49058952927589417,0.7914000153541565,0.6317530274391174
20,0.8346400260925293,0.4732035994529724,0.7979000210762024,0.6198143362998962
21,0.8384799957275391,0.4650477468967438,0.8064000010490417,0.5957998633384705
22,0.8400599956512451,0.45955362915992737,0.801800012588501,0.5907761454582214
23,0.845579981803894,0.443019837141037,0.8062999844551086,0.5944502949714661
24,0.8517000079154968,0.42802879214286804,0.7944999933242798,0.6584600806236267
25,0.8521400094032288,0.4252854287624359,0.8105999827384949,0.5808531641960144
26,0.8531200289726257,0.41854727268218994,0.7886000275611877,0.657637357711792
27,0.858299970626831,0.4042978882789612,0.8091999888420105,0.5881420969963074
28,0.8631600141525269,0.3946234881877899,0.8137000203132629,0.5806801319122314
29,0.8625199794769287,0.3888362646102905,0.8111000061035156,0.5887556076049805
30,0.8673400282859802,0.38180339336395264,0.8179000020027161,0.5663547515869141
31,0.870419979095459,0.3716904819011688,0.8125,0.5902642011642456
32,0.8718799948692322,0.36634641885757446,0.8062000274658203,0.6042620539665222
33,0.8744800090789795,0.35873231291770935,0.8148999810218811,0.5970562696456909
34,0.876579999923706,0.3553226590156555,0.8131999969482422,0.5930134057998657
35,0.8785799741744995,0.3481995165348053,0.8201000094413757,0.5765104293823242
36,0.8825600147247314,0.338629812002182,0.8202999830245972,0.590492308139801
37,0.8787800073623657,0.34445199370384216,0.8127999901771545,0.6034907698631287
38,0.8817600011825562,0.34035831689834595,0.8216999769210815,0.5774057507514954
39,0.8872600197792053,0.32502982020378113,0.822700023651123,0.5656468272209167
40,0.8867400288581848,0.322967529296875,0.820900022983551,0.5926102995872498
41,0.8906199932098389,0.31690713763237,0.8185999989509583,0.5842103958129883
42,0.8911200165748596,0.3131626844406128,0.8162000179290771,0.5982867479324341
43,0.8934999704360962,0.3043597340583801,0.8198000192642212,0.6031984686851501
44,0.8952000141143799,0.30128350853919983,0.8241999745368958,0.5650742053985596
45,0.896340012550354,0.296040415763855,0.8220000267028809,0.5908635854721069
46,0.8982999920845032,0.2939954400062561,0.8292999863624573,0.5619544386863708
47,0.8992400169372559,0.2907697558403015,0.8273000121116638,0.5765277147293091
48,0.898859977722168,0.2892099618911743,0.8240000009536743,0.5763791799545288
49,0.9000399708747864,0.2855289578437805,0.8263000249862671,0.5826905965805054
